there are 81540
xy: 307.3114 377.00482
xy: 63.177586 218.29068
xy: 488.55646 19.052029
xy: 146.44048 181.38683
xy: 257.06525 409.87866
xy: 44.359028 484.15723
xy: 123.01653 283.66855
xy: 150.16637 263.81097
xy: 174.34927 380.09433
xy: 408.55975 99.03845
xy: 121.030685 389.91895
xy: 429.32935 259.51297
xy: 278.80362 152.18732
xy: 298.2494 239.99008
xy: 116.88003 478.39322
xy: 38.557114 231.10703
xy: 230.47617 201.94035
xy: 260.2 294.93475
xy: 76.87828 67.147285
xy: 351.68594 472.33948
xy: 355.637 311.15372
xy: 259.97504 269.71533
xy: 381.3335 442.3566
xy: 208.1401 443.43207
xy: 217.01672 351.23758
xy: 85.76778 405.47958
xy: 22.821993 82.25718
xy: 32.134117 417.67984
xy: 256.45016 60.304672
xy: 212.4663 474.18503
xy: 308.18048 271.24985
xy: 360.07666 412.80518
xy: 295.03586 195.49223
xy: 445.35742 60.344517
xy: 297.81268 45.906277
xy: 311.65286 141.21419
xy: 436.17554 59.918194
xy: 239.54144 243.09074
xy: 15.22395 490.1044
xy: 218.28429 389.57104
xy: 380.23737 161.97733
xy: 495.91592 464.21878
xy: 212.13838 162.63365
xy: 379.0137 430.0004
xy: 326.0898 163.6089
xy: 367.49557 5.074114
xy: 180.11949 97.34818
xy: 248.33405 272.7476
xy: 4.382044 313.71793
xy: 170.87161 397.98468
xy: 258.30682 363.31076
xy: 273.0794 293.2712
xy: 460.20148 243.1081
xy: 386.77338 266.39282
xy: 298.69754 110.357376
xy: 86.217255 5.5111647
xy: 478.61655 318.08527
xy: 450.98013 21.925331
xy: 415.34262 354.12607
xy: 334.2302 7.4711742
xy: 25.618435 211.3162
xy: 82.24198 46.34601
xy: 361.89532 473.83182
xy: 61.747223 395.27316
xy: 259.10275 450.57755
xy: 267.4028 451.66837
xy: 353.13892 5.932927
xy: 302.18237 227.48598
xy: 49.787163 448.70663
xy: 225.57915 242.66174
xy: 70.43889 317.32187
xy: 326.36163 422.8006
xy: 40.339382 401.36575
xy: 203.03375 202.56784
xy: 468.50504 132.78764
xy: 382.46588 291.01767
xy: 62.49401 463.15796
xy: 308.29272 85.04963
xy: 331.41605 173.23479
xy: 220.09122 229.83414
xy: 226.56548 277.18237
xy: 283.09045 223.2286
xy: 309.55 333.50653
xy: 228.82533 468.05865
xy: 195.51865 238.2937
xy: 118.8865 460.12207
xy: 405.88092 391.64954
xy: 137.4602 99.6564
xy: 56.63681 316.1312
xy: 270.98404 363.87497
xy: 70.04309 195.06976
xy: 413.8114 32.417713
xy: 307.8313 350.40698
xy: 392.689 15.886873
xy: 201.63051 113.26704
xy: 277.08435 370.06412
xy: 282.76605 457.99667
xy: 10.485053 250.26807
xy: 460.3916 281.70062
xy: 84.827156 157.25136
xy: 349.2233 59.048565
xy: 387.85953 79.01451
xy: 330.29395 286.82474
xy: 284.73218 343.19656
xy: 428.5169 37.63029
xy: 480.1993 158.87404
xy: 386.87695 458.4474
xy: 127.89518 261.55304
xy: 300.2624 201.3565
xy: 366.08835 43.08334
xy: 172.87532 342.30353
xy: 424.61478 381.67426
xy: 276.44296 493.99268
xy: 351.37082 113.98676
xy: 495.78903 223.09703
xy: 286.41168 59.55416
xy: 151.46315 345.2053
xy: 81.50607 11.00555
xy: 322.8902 256.25476
xy: 38.67021 5.500168
xy: 360.76227 112.4295
xy: 465.0264 52.50794
xy: 264.1004 345.24796
xy: 307.15253 189.98915
xy: 9.56279 281.25247
xy: 6.3174667 99.83724
xy: 401.23712 370.5761
xy: 178.60782 429.17734
xy: 365.45746 442.7586
xy: 269.47824 27.087896
xy: 443.32 236.37053
xy: 310.7973 427.17862
xy: 43.793797 58.96172
xy: 146.67621 441.17554
xy: 361.94406 451.06366
xy: 420.47812 103.49563
xy: 453.19287 160.74777
xy: 384.19928 43.329956
xy: 288.16763 99.6832
xy: 209.23645 100.88292
xy: 110.043076 396.67896
xy: 427.31558 35.34624
xy: 32.93079 97.06891
xy: 496.534 451.4404
xy: 175.43896 265.5597
xy: 81.0881 251.76189
xy: 126.70937 33.67227
xy: 116.927925 476.87976
xy: 15.788942 420.84146
xy: 248.45079 242.58455
xy: 260.92795 238.58871
xy: 4.1489005 112.677246
xy: 239.19434 130.744
xy: 99.13784 340.27698
xy: 453.59528 388.084
xy: 328.56818 475.21878
xy: 13.7063265 314.39655
xy: 443.46872 319.4127
xy: 154.69298 82.11619
xy: 76.55743 136.06488
xy: 30.696571 51.35262
xy: 333.52557 97.74858
xy: 353.03894 296.21628
xy: 60.34383 228.10614
xy: 236.83057 79.50887
xy: 490.92084 33.416748
xy: 45.663895 491.58047
xy: 25.183947 184.64973
xy: 421.5121 54.75822
xy: 65.13744 244.52057
xy: 183.18051 432.33878
xy: 277.0289 104.37262
xy: 413.17108 244.6341
xy: 459.33432 14.626801
xy: 410.19147 415.70413
xy: 88.3252 442.59558
xy: 7.395804 367.7528
xy: 21.545082 250.4774
xy: 78.47333 168.06924
xy: 52.19385 452.47787
xy: 322.66464 471.0372
xy: 288.3578 126.702484
xy: 122.49046 98.10558
xy: 45.9522 38.500847
xy: 55.311115 57.50525
xy: 185.44922 486.3964
xy: 451.73456 426.5344
xy: 33.79181 439.00418
xy: 84.35992 138.83344
xy: 134.75665 266.12793
xy: 32.45023 431.4752
xy: 85.39703 424.55722
xy: 59.001087 488.9551
xy: 391.6059 179.28583
xy: 302.50125 158.14316
xy: 212.38756 484.59305
xy: 486.7227 117.630035
xy: 136.77403 122.6188
xy: 487.44577 442.1529
xy: 427.6905 276.00217
xy: 428.50116 366.22192
xy: 378.2509 267.41156
xy: 263.33167 486.80075
xy: 314.29495 424.27722
xy: 198.95366 51.84713
xy: 75.37279 58.944286
xy: 42.289673 16.435654
xy: 349.31577 100.31924
xy: 463.984 250.60722
xy: 84.03823 375.7158
xy: 440.6926 200.39145
xy: 266.88855 144.162
xy: 326.20856 115.795555
xy: 35.874218 393.368
xy: 226.4655 104.94265
xy: 359.1442 370.63818
xy: 389.3277 72.76743
xy: 106.5081 257.3303
xy: 232.07405 384.35822
xy: 308.35464 71.4081
xy: 396.61133 318.58975
xy: 298.5092 492.91016
xy: 362.78314 266.36655
xy: 415.31836 122.789085
xy: 345.7969 281.63672
xy: 363.10004 171.88841
xy: 425.97076 122.207794
xy: 439.14804 19.469976
xy: 492.95145 63.97432
xy: 311.39716 210.6343
xy: 56.597202 36.938847
xy: 191.8486 80.46311
xy: 371.22864 397.67645
xy: 120.72665 296.3376
xy: 16.372234 311.76822
xy: 37.41938 15.542269
xy: 366.95547 295.1417
xy: 224.46895 325.16202
xy: 99.72849 236.9375
xy: 29.687792 497.93298
xy: 15.1124 363.0308
xy: 184.92427 388.95673
xy: 288.4011 271.0285
xy: 85.67929 362.16766
xy: 499.02386 179.61977
xy: 87.84849 265.61853
xy: 158.2297 450.5647
xy: 332.05103 34.786343
xy: 364.95627 206.16563
xy: 164.59506 52.280933
xy: 356.74106 432.38696
xy: 80.96459 309.9591
xy: 191.32333 414.30667
xy: 443.20966 30.212164
xy: 238.13564 40.523647
xy: 288.7451 102.125404
xy: 384.3283 163.5694
xy: 353.35718 65.636604
xy: 463.4946 49.13768
xy: 325.7725 343.38998
xy: 407.1257 355.7321
xy: 161.62357 331.65118
xy: 48.33853 183.62123
xy: 439.27332 244.68553
xy: 87.96528 26.093483
xy: 393.518 382.99048
xy: 467.11136 463.02228
xy: 422.02792 206.60466
xy: 194.28357 305.6219
xy: 6.4118505 127.60073
xy: 4.729539 38.726
xy: 209.48235 248.32632
xy: 204.33826 102.51125
xy: 13.686567 16.815603
xy: 79.02747 106.67571
xy: 415.3504 421.2031
xy: 155.73376 406.84528
xy: 24.521679 319.38336
xy: 244.74654 283.40878
xy: 181.51505 287.34808
xy: 101.06617 317.87268
xy: 256.04016 153.67693
xy: 29.657156 39.79373
xy: 161.88509 172.95259
xy: 54.918648 229.82178
xy: 494.9382 27.125835
xy: 146.46896 380.5944
xy: 481.83643 51.086784
xy: 373.56802 89.23334
xy: 234.26137 472.24033
xy: 470.3761 442.85074
xy: 114.96458 69.37927
xy: 269.01685 254.46695
xy: 287.65002 474.55594
xy: 471.4006 61.552227
xy: 297.09753 414.24084
xy: 122.34419 246.33617
xy: 88.16084 259.40775
xy: 43.138653 117.19552
xy: 353.8664 395.1933
xy: 427.87274 77.75435
xy: 111.6831 141.65172
xy: 375.0807 136.55424
xy: 152.603 340.3825
xy: 69.277405 389.82315
xy: 426.0014 45.28156
xy: 174.36787 165.35342
xy: 301.9322 117.5001
xy: 201.51663 301.97186
xy: 255.71904 468.34695
xy: 154.66371 369.5285
xy: 213.14827 333.10757
xy: 288.34424 204.55614
xy: 170.53926 102.66158
xy: 274.76068 150.36295
xy: 206.31396 17.751217
xy: 324.1653 183.75116
xy: 49.813183 17.495274
xy: 227.60939 278.03577
xy: 490.99142 374.2756
xy: 451.12762 370.62418
xy: 349.79788 281.7776
xy: 151.64738 157.97472
xy: 76.61346 452.38782
xy: 67.594055 248.94783
xy: 401.72803 130.29689
xy: 460.62253 344.898
xy: 470.72604 413.79486
xy: 112.520966 339.61594
xy: 498.59018 275.9606
xy: 65.54693 310.54153
xy: 404.6795 369.12997
xy: 1.7704964 203.45018
xy: 386.39816 232.39026
xy: 92.98348 252.80669
xy: 285.82007 100.40435
xy: 187.01453 368.73483
xy: 461.80453 38.9559
xy: 487.55847 406.42676
xy: 112.829865 330.86465
xy: 5.6412816 94.99553
xy: 492.04138 73.81231
xy: 123.41094 378.23865
xy: 206.58665 67.90614
xy: 390.95483 330.33557
xy: 15.470534 199.58115
xy: 239.22961 483.7598
xy: 302.76257 424.086
xy: 115.96173 306.07156
xy: 251.4326 311.03015
xy: 154.59592 406.00818
xy: 324.35254 216.30147
xy: 51.1674 439.45987
xy: 346.6195 444.4326
xy: 321.5419 232.36688
xy: 2.4226606 53.8404
xy: 427.05945 82.98084
xy: 111.85551 464.24747
xy: 314.54907 50.783188
xy: 441.58942 52.283524
xy: 305.33374 166.94966
xy: 57.95643 464.34238
xy: 364.6549 302.70456
xy: 233.08977 252.1301
xy: 379.4224 431.14706
xy: 22.24794 408.18872
xy: 498.90118 496.89352
xy: 302.77426 278.5399
xy: 344.51318 230.71558
xy: 488.35757 185.29034
xy: 255.04834 185.62495
xy: 343.95245 251.72797
xy: 400.00195 331.7407
xy: 341.05637 179.56415
xy: 303.29767 292.75974
xy: 425.7439 446.31815
xy: 473.2 182.73932
xy: 265.21082 129.47314
xy: 121.70398 461.79996
xy: 186.43439 202.357
xy: 482.1218 359.70218
xy: 293.3155 9.418964
xy: 140.02773 61.270267
xy: 418.30978 110.70731
xy: 387.30667 234.38766
xy: 129.61319 377.23413
xy: 487.96732 344.63345
xy: 325.53894 31.187206
xy: 417.8832 408.2416
xy: 330.46783 113.56956
xy: 158.0286 12.435317
xy: 289.8979 53.088516
xy: 195.46349 87.61647
xy: 200.4419 225.55685
xy: 20.72969 65.48897
xy: 110.476524 74.60344
xy: 20.957052 349.8914
xy: 371.43994 399.33005
xy: 210.406 369.64536
xy: 392.9807 260.20828
xy: 334.02594 164.64255
xy: 468.31424 263.82532
xy: 433.57178 275.06107
xy: 51.84165 233.19695
xy: 302.6535 89.19197
xy: 28.490097 371.73233
xy: 238.6106 445.86255
xy: 254.06534 474.32675
xy: 151.1797 253.66176
xy: 435.45203 212.55458
xy: 225.50874 259.7188
xy: 77.60417 26.933998
xy: 189.1602 87.086914
xy: 46.343327 147.4424
xy: 67.41208 231.07329
xy: 179.0044 253.89496
xy: 60.533913 213.19142
xy: 442.4662 495.79385
xy: 61.97795 396.64914
xy: 365.18115 52.45474
xy: 492.8388 62.106937
xy: 308.1295 109.576706
xy: 229.81065 477.32953
xy: 142.39532 109.21335
xy: 289.59415 2.615124
xy: 348.07724 142.90634
xy: 229.70966 396.6287
xy: 71.85462 469.45508
xy: 475.47137 198.42007
xy: 386.63992 361.62094
xy: 66.02705 392.70767
xy: 95.83295 402.5255
xy: 373.5048 431.50784
xy: 352.78702 240.4283
xy: 222.12129 8.251429
xy: 410.8008 268.10522
xy: 466.34674 315.82654
xy: 244.41832 263.65488
xy: 465.71136 180.51266
xy: 454.7817 326.99963
xy: 169.45186 145.32008
xy: 382.51755 279.7103
xy: 136.87628 482.44125
xy: 144.9967 194.45738
xy: 123.07739 81.77626
xy: 311.20145 459.08646
xy: 247.51184 285.0556
xy: 148.83304 404.051
xy: 292.11694 489.99832
xy: 73.23268 371.04446
xy: 192.24757 221.07675
xy: 196.26933 335.79642
xy: 48.038006 470.48718
xy: 292.2255 425.0974
xy: 295.14346 330.33295
xy: 245.11302 63.4588
xy: 495.57275 23.120672
xy: 22.557735 419.98022
xy: 293.9269 158.55685
xy: 191.75351 492.88602
xy: 98.31577 299.24268
xy: 185.91318 205.00505
xy: 194.09784 362.9354
xy: 279.60654 495.7302
xy: 152.0109 64.125626
xy: 99.41334 486.53186
xy: 208.92009 50.135105
xy: 395.0238 91.06389
xy: 352.06332 296.9459
xy: 114.45796 105.74162
xy: 238.1343 135.51491
xy: 56.163372 91.16474
xy: 102.692604 301.21164
xy: 227.67871 172.98117
xy: 28.169125 465.85107
xy: 94.16583 7.1389675
xy: 319.14487 285.0094
xy: 195.82042 268.6558
xy: 299.69315 292.1373
xy: 297.95142 405.07254
xy: 281.51303 97.486046
xy: 184.90004 10.978192
xy: 224.54199 413.88657
xy: 144.0534 314.04355
xy: 108.9662 175.65805
xy: 310.6526 146.83846
xy: 183.37175 441.84927
xy: 161.12369 213.59903
xy: 136.5696 263.94177
xy: 82.05974 443.64304
xy: 237.83011 142.17532
xy: 485.09613 70.19392
xy: 393.37915 117.723465
xy: 242.66592 47.176422
xy: 206.6041 231.78741
xy: 245.46342 349.60938
xy: 0.12508035 191.83891
xy: 315.42215 123.37225
xy: 143.39471 292.0936
xy: 85.72385 405.51215
xy: 127.55111 245.008
xy: 295.9586 20.337135
xy: 376.68396 156.158
xy: 361.7739 133.08621
xy: 182.35641 362.07056
xy: 406.47107 371.05246
xy: 86.10264 203.06056
xy: 380.87323 281.06262
xy: 116.69034 107.29623
xy: 117.81749 6.887138
xy: 158.27307 462.4147
xy: 440.7784 335.49304
xy: 189.27908 374.0899
xy: 270.9553 267.3848
xy: 286.1917 291.8761
xy: 403.7422 424.25604
xy: 141.51749 489.09277
xy: 80.510826 272.7481
xy: 450.53436 140.96332
xy: 93.295395 242.55705
xy: 90.238335 261.97757
xy: 83.0572 472.02283
xy: 48.70692 55.624187
xy: 433.07767 66.5741
xy: 480.37418 446.1635
xy: 200.58673 292.1927
xy: 18.03121 109.72109
xy: 456.45535 4.9242973
xy: 185.3579 490.22693
xy: 25.700151 491.22754
xy: 333.14783 371.97018
xy: 103.26257 235.76823
xy: 290.85922 14.959246
xy: 199.1936 361.5842
xy: 244.53285 329.859
xy: 85.724266 91.14003
xy: 248.33629 146.82526
xy: 343.0109 239.74216
xy: 64.967606 395.68002
xy: 49.467445 479.48523
xy: 438.8828 174.99939
xy: 431.93796 352.0624
xy: 203.86731 214.05486
xy: 277.49976 282.4079
xy: 244.9817 476.20966
xy: 235.95157 367.59015
xy: 495.5646 475.1894
xy: 285.13232 22.273153
xy: 488.02982 269.29404
xy: 41.794987 134.3795
xy: 166.96191 313.58557
xy: 332.04532 273.58078
xy: 52.876263 19.674809
xy: 267.13782 447.49945
xy: 42.406918 138.0513
xy: 134.04465 482.92017
xy: 187.12253 212.88255
xy: 313.58798 334.08838
xy: 289.21204 395.58682
xy: 391.5281 69.83617
xy: 332.55966 255.81178
xy: 65.85845 243.6558
xy: 165.93076 319.0896
xy: 164.27884 404.0801
xy: 418.8732 444.56668
xy: 333.5519 200.28705
xy: 347.31906 146.8079
xy: 112.92645 493.4899
xy: 325.62378 258.55508
xy: 249.31163 407.489
xy: 464.85297 130.08717
xy: 196.26266 471.13736
xy: 197.51767 201.91624
xy: 182.49658 496.12198
xy: 19.737839 365.1901
xy: 60.572235 240.40063
xy: 480.10757 15.416652
xy: 101.07437 71.19429
xy: 296.53864 94.836685
xy: 82.23707 422.2643
xy: 428.3201 324.62604
xy: 16.085833 444.25385
xy: 329.8744 125.59664
xy: 328.09384 50.418644
xy: 428.58438 173.48477
xy: 172.81982 434.6928
xy: 354.06406 398.3818
xy: 79.37381 276.62485
xy: 266.83975 416.3011
xy: 10.747284 385.48816
xy: 496.17453 31.022549
xy: 24.525284 181.33199
xy: 469.33084 105.76585
xy: 100.298676 66.73363
xy: 256.61612 324.2775
xy: 263.81757 132.67636
xy: 40.850193 319.7497
xy: 278.7291 433.7747
xy: 58.243988 285.61212
xy: 384.3476 0.76296926
xy: 325.96933 315.44754
xy: 49.600185 265.8411
xy: 334.86835 178.69696
xy: 57.917774 413.524
xy: 322.80212 485.86102
xy: 480.81906 35.778133
xy: 273.1405 450.81262
xy: 386.2273 135.46819
xy: 85.97335 320.66095
xy: 334.7082 451.80975
xy: 417.97433 125.21389
xy: 67.91532 61.279835
xy: 365.71954 441.14655
xy: 490.24167 468.2237
xy: 400.97888 370.99188
xy: 390.2183 242.49545
xy: 343.42752 287.3204
xy: 372.36795 183.45111
xy: 53.81936 479.08765
xy: 54.350792 307.3807
xy: 240.42073 184.02255
xy: 86.248665 431.22015
xy: 123.98937 379.84827
xy: 428.19226 91.650276
xy: 196.4319 302.61853
xy: 265.27963 23.29421
xy: 219.17062 134.87994
xy: 482.4589 270.81683
xy: 136.95413 464.91245
xy: 280.9189 20.764112
xy: 468.16983 23.94101
xy: 407.2638 273.72556
xy: 374.5423 306.75525
xy: 429.6334 94.94394
xy: 201.36687 426.2308
xy: 224.81512 261.22546
xy: 418.14 30.246765
xy: 7.6833067 488.6282
xy: 221.67268 164.66891
xy: 110.975174 473.94702
xy: 396.63605 325.47818
xy: 308.00266 303.8
xy: 458.18768 341.6222
xy: 113.500534 288.80182
xy: 138.10858 35.438984
xy: 25.089651 322.83627
xy: 469.06726 445.02582
xy: 8.00699 375.08804
xy: 284.59464 271.01328
xy: 333.61017 316.8393
xy: 387.54364 144.95721
xy: 164.04942 407.98096
xy: 363.72473 456.91507
xy: 14.324278 306.92917
xy: 485.61768 232.46065
xy: 3.1800568 379.70685
xy: 483.1938 203.96349
xy: 436.98346 22.165657
xy: 63.627632 74.78312
xy: 418.44672 146.84346
xy: 261.7908 458.2755
xy: 474.00485 341.22363
xy: 360.7174 274.17047
xy: 390.514 465.9591
xy: 261.5912 73.753
xy: 11.014402 314.02887
xy: 121.16769 420.98636
xy: 479.43954 399.19815
xy: 39.91723 290.66736
xy: 140.76099 434.26785
xy: 344.6211 426.15442
xy: 393.10864 116.438805
xy: 496.80292 80.19662
xy: 375.43918 174.01743
xy: 94.42255 402.78757
xy: 433.42944 281.2948
xy: 453.95215 432.44427
xy: 289.11728 397.6968
xy: 37.61369 442.35678
xy: 299.6131 384.50125
xy: 364.55878 423.77075
xy: 406.75403 144.1272
xy: 142.56015 396.86472
xy: 484.21027 80.12029
xy: 219.86049 298.1938
xy: 389.19565 402.69016
xy: 165.75848 435.22745
xy: 332.0493 287.52072
xy: 87.92782 337.16544
xy: 124.58241 412.40936
xy: 218.05981 189.43259
xy: 244.81795 45.231133
xy: 292.94315 472.2083
xy: 225.75128 181.23608
xy: 312.36377 244.02737
xy: 4.7540665 341.53577
xy: 19.103765 415.69482
xy: 150.50916 356.90118
xy: 359.77875 51.10681
xy: 259.7572 401.07526
xy: 102.28673 46.479553
xy: 207.05879 280.40445
xy: 99.309204 72.20787
xy: 359.207 176.7362
xy: 454.74194 389.14432
xy: 80.39719 18.541931
xy: 417.32358 58.380157
xy: 454.87122 81.75662
xy: 453.3349 268.29312
xy: 217.16368 402.83163
xy: 437.37244 380.19144
xy: 84.508446 298.24362
xy: 210.2375 102.6327
xy: 436.20285 98.77768
xy: 138.36714 210.53976
xy: 337.11972 315.19568
xy: 436.4715 327.50266
xy: 490.01508 491.62115
xy: 89.69673 144.88217
xy: 158.27391 181.63962
xy: 103.33604 99.06748
xy: 488.30478 202.55824
xy: 175.5518 15.853077
xy: 391.53113 308.6384
xy: 304.50623 238.56076
xy: 108.994965 342.8622
xy: 417.53983 222.23419
xy: 267.71036 17.694355
xy: 122.46722 320.771
xy: 364.36264 172.42867
xy: 194.61938 345.85062
xy: 247.59442 412.4676
xy: 406.9537 397.38507
xy: 360.36 153.97025
xy: 302.4451 174.20609
xy: 395.64008 45.74871
xy: 180.19179 72.85607
xy: 485.7207 484.41898
xy: 390.40863 481.53403
xy: 312.35617 264.26923
xy: 393.99622 18.137783
xy: 294.11118 41.051685
xy: 363.9755 46.429157
xy: 81.23759 40.203094
xy: 477.1527 15.928954
xy: 497.37247 301.4353
xy: 342.36063 400.337
xy: 192.48894 40.106953
xy: 28.020977 279.99667
xy: 470.80707 183.49695
xy: 217.1506 207.91844
xy: 490.2454 139.5661
xy: 126.921265 80.69786
xy: 482.50177 404.85495
xy: 266.17285 477.66782
xy: 352.59564 64.95818
xy: 65.622536 138.99556
xy: 497.8365 379.0039
xy: 138.728 489.1535
xy: 54.43394 332.51593
xy: 317.12833 322.06497
xy: 377.6155 350.02954
xy: 343.2429 401.86096
xy: 82.01677 159.26439
xy: 297.9608 385.0126
xy: 83.66576 417.2357
xy: 136.4691 479.85822
xy: 65.07185 40.42825
xy: 407.2719 355.2804
xy: 129.2845 316.39804
xy: 434.54156 226.36658
xy: 467.40482 223.54933
xy: 462.36542 148.98431
xy: 463.5765 305.31558
xy: 40.530144 472.8068
xy: 230.17159 360.8229
xy: 488.59103 141.73602
xy: 258.50742 247.9142
xy: 110.55693 108.005554
xy: 193.33255 188.05789
xy: 363.0772 190.42366
xy: 175.40979 3.3620596
xy: 361.11926 164.98468
xy: 330.27643 161.18309
xy: 56.3972 16.97713
xy: 123.713524 4.4902563
xy: 53.949593 405.11823
xy: 118.20033 79.36871
xy: 164.0171 420.32007
xy: 288.83173 453.26743
xy: 281.55984 352.4325
xy: 232.55444 337.59982
xy: 70.25361 478.51056
xy: 298.4203 370.161
xy: 16.559362 434.43518
xy: 197.70786 80.93399
xy: 441.4732 239.49977
xy: 316.6365 308.92282
xy: 280.90118 480.1006
xy: 147.96469 177.69522
xy: 302.39288 375.9867
xy: 104.56082 388.67078
xy: 137.40477 310.49805
xy: 453.1566 89.49932
xy: 209.59702 397.5245
xy: 161.60237 401.09314
xy: 5.2167177 33.04297
xy: 141.26196 392.27737
xy: 499.76395 271.33423
xy: 467.49728 122.18669
xy: 53.31552 416.4585
xy: 306.84784 394.35672
xy: 256.5987 202.20659
xy: 77.41639 95.14424
xy: 131.73068 380.27856
xy: 28.604925 5.179763
xy: 10.098785 361.42523
xy: 383.73575 53.841263
xy: 358.8385 180.08336
xy: 231.84251 231.38422
xy: 254.53264 34.81847
xy: 247.18312 324.8268
xy: 94.91393 307.64743
xy: 422.53378 415.73917
xy: 147.3895 480.84888
xy: 417.35785 479.80743
xy: 97.058174 453.79456
xy: 288.34827 88.82481
xy: 230.56393 251.07527
xy: 208.03348 210.31839
xy: 168.6891 100.99083
xy: 309.08298 73.36402
xy: 197.16641 327.37207
xy: 266.18546 361.60925
xy: 87.97208 422.57117
xy: 243.99901 266.75793
xy: 112.60578 172.96794
xy: 475.34885 293.72833
xy: 23.886204 165.98285
xy: 166.79463 328.64743
xy: 86.96786 177.66473
xy: 63.693405 234.37128
xy: 26.061476 88.542465
xy: 100.293396 317.21707
xy: 187.21909 1.5253723
xy: 345.1164 50.26758
xy: 5.089074 295.9416
xy: 262.3978 150.47733
xy: 372.3921 485.86835
xy: 207.68613 391.70972
xy: 403.6987 6.099403
xy: 472.45703 116.90575
xy: 432.6647 105.583725
xy: 477.93106 458.28696
xy: 496.0131 323.9484
xy: 382.92026 23.596912
xy: 314.12244 382.58548
xy: 131.75392 192.96867
xy: 442.03082 66.35353
xy: 394.9944 449.4659
xy: 314.99875 266.6408
xy: 493.15994 36.387146
xy: 367.55554 20.602882
xy: 388.99728 466.06903
xy: 446.3156 216.86864
xy: 60.524494 463.5045
xy: 335.9811 254.77058
xy: 250.1963 99.25121
xy: 260.1018 84.87395
xy: 426.78467 380.80292
xy: 127.65798 223.7425
xy: 99.143745 231.0969
xy: 161.7443 408.78662
xy: 414.72495 83.72116
xy: 245.00822 430.8072
xy: 141.86821 83.55871
xy: 139.53262 376.39905
xy: 31.437279 361.2659
xy: 17.122656 311.45355
xy: 139.75507 382.65472
xy: 464.08472 5.1461163
xy: 157.07054 487.56027
xy: 86.26461 303.3793
xy: 161.54483 275.27185
xy: 233.09683 16.849636
xy: 22.14551 258.54724
xy: 420.52255 254.70355
xy: 20.602434 59.381454
xy: 162.73912 455.94717
xy: 494.99533 416.1483
xy: 311.7934 400.98947
xy: 119.45745 292.86786
xy: 256.0215 311.3532
xy: 496.3028 251.88524
xy: 86.34612 110.92114
xy: 320.58795 366.1903
xy: 410.58502 254.15033
xy: 481.24036 397.3044
xy: 476.4061 460.34235
xy: 437.51855 159.74298
xy: 163.6259 95.98371
xy: 381.37872 289.49954
xy: 275.51727 444.85336
xy: 493.52567 458.04776
xy: 110.04019 206.33388
xy: 178.31549 46.61238
xy: 27.88025 282.27505
xy: 26.590437 359.8083
xy: 71.37916 400.76767
xy: 388.88565 0.39595366
xy: 82.43132 288.02713
xy: 428.71362 5.3745213
xy: 337.83572 226.81859
xy: 177.84975 410.75885
xy: 376.11847 228.83221
xy: 95.30225 41.309505
xy: 253.23581 129.3228
xy: 78.11722 430.66437
xy: 297.64716 373.14392
xy: 26.062935 355.52243
xy: 63.886642 172.83925
xy: 390.84647 198.84184
xy: 422.90933 160.31212
xy: 462.68234 245.82365
xy: 306.13934 335.2064
xy: 258.17383 12.473434
xy: 306.3769 4.735172
xy: 170.54933 329.77933
xy: 64.65086 363.34003
xy: 149.85854 372.35233
xy: 358.9306 236.1136
xy: 71.870476 164.386
xy: 193.5845 300.05234
xy: 81.79143 298.96497
xy: 141.91309 52.407116
xy: 115.752815 220.3562
xy: 56.367756 48.97231
xy: 289.0994 189.53214
xy: 159.6356 128.21054
xy: 27.17644 47.700195
xy: 6.1292353 243.57452
xy: 309.48883 123.25081
xy: 438.13422 178.00244
xy: 411.25113 176.8086
xy: 198.56609 225.8732
xy: 493.5055 424.81073
xy: 336.66318 321.0831
xy: 101.74966 22.384823
xy: 401.74664 120.51475
xy: 347.54913 464.71594
xy: 150.22928 33.00777
xy: 133.63245 296.34653
xy: 243.23251 310.80252
xy: 332.76575 109.02521
xy: 126.41203 296.93307
xy: 288.12653 190.20924
xy: 313.90765 84.61338
xy: 288.35114 430.83038
xy: 37.782104 287.53418
xy: 305.8935 357.48483
xy: 230.03122 320.21655
xy: 21.333784 261.12524
xy: 422.41998 30.012012
xy: 88.92033 12.272417
xy: 140.28505 324.68082
xy: 306.56622 387.67343
xy: 29.355644 477.19977
xy: 14.987648 261.48837
xy: 252.96492 320.85687
xy: 70.43823 207.06702
xy: 383.18872 338.8898
xy: 369.91953 105.07724
xy: 249.96942 102.84799
xy: 389.73615 397.37308
xy: 212.7175 279.24142
xy: 362.28998 371.064
xy: 448.86844 44.431984
xy: 123.10716 206.59906
xy: 272.09485 270.49222
xy: 222.8604 200.45377
xy: 272.0878 450.07394
xy: 6.7479315 245.66376
xy: 319.84647 454.18512
xy: 6.74364 60.753284
xy: 483.125 183.97018
xy: 388.22205 233.6429
xy: 211.02762 314.73544
xy: 410.139 146.28448
xy: 253.71533 98.98841
xy: 442.7207 467.76596
xy: 200.86166 314.4016
xy: 185.45413 418.4786
xy: 432.99603 14.421731
xy: 214.61665 380.97195
xy: 154.39424 373.58536
xy: 88.72878 449.9848
xy: 399.97092 359.148
xy: 153.82085 405.79004
xy: 406.01413 205.8765
xy: 221.49646 162.69621
